Protein Expres1 Expres2
Q00610-2 1.018456586769649 0.9534613106931958
Q00610 1.018456586769649 0.9534613106931958
A0A8V8TRE8 1.018456586769649 0.9534613106931958
A0A8V8TQK3 1.018456586769649 0.9534613106931958
A0A8V8TQ18 1.018456586769649 0.9534613106931958
A0A7I2V659 2.64142450264522 2.383482200758798
A0A087WVQ9 2.64142450264522 2.383482200758798
Q5VTE0 2.64142450264522 2.383482200758798
P68104 2.64142450264522 2.383482200758798
A0A7I2V3H3 2.64142450264522 2.383482200758798
A0A7I2V5N4 2.64142450264522 2.383482200758798
A0A087WV01 2.64142450264522 2.383482200758798
A0A2U3TZH3 2.64142450264522 2.383482200758798
Q05639 2.64142450264522 2.383482200758798
Q99460 -0.3793331544314112 -0.6358425957815987
Q99460-2 -0.3793331544314112 -0.6358425957815987
A0A087WW66 -0.3793331544314112 -0.6358425957815987
A0A7I2V2K8 -0.3793331544314112 -0.6358425957815987
A0A7I2V523 -0.3793331544314112 -0.6358425957815987
A0A7I2V5C8 -0.3793331544314112 -0.6358425957815987
A0A7I2V262 -0.3793331544314112 -0.6358425957815987
A0A7I2YQY1 -0.3793331544314112 -0.6358425957815987
A0A7P0MW50 -0.3793331544314112 -0.6358425957815987
A0A7I2V641 -0.3793331544314112 -0.6358425957815987
A0A7I2V479 -0.3793331544314112 -0.6358425957815987
A0A7I2V4X0 -0.3793331544314112 -0.6358425957815987
A0A7I2YQI9 -0.3793331544314112 -0.6358425957815987
A0A7I2V491 -0.3793331544314112 -0.6358425957815987
A0A087WWB1 -0.8513076929469078 -0.7064602838030883
P07949-2 -0.8513076929469078 -0.7064602838030883
P07949 -0.8513076929469078 -0.7064602838030883
A0A087WWM0 -0.05315707610653981 -0.16220043014202798
O43617-2 -0.05315707610653981 -0.16220043014202798
O43617 -0.05315707610653981 -0.16220043014202798
A0A087WYS5 -0.05315707610653981 -0.16220043014202798
A0A494C001 -1.0754248340215002 0.408480058823313
A0A499FJY3 -1.0754248340215002 0.408480058823313
A0A087WWP4 -1.0754248340215002 0.408480058823313
Q96T37-4 -1.0754248340215002 0.408480058823313
Q96T37-2 -1.0754248340215002 0.408480058823313
Q96T37-3 -1.0754248340215002 0.408480058823313
Q96T37 -1.0754248340215002 0.408480058823313
V9GYP5 -0.13998831130032027 -0.6040013552909451
A0A087WWQ2 -0.13998831130032027 -0.6040013552909451
Q92979 -0.13998831130032027 -0.6040013552909451
B7Z879 -0.8930578742708478 -0.8553780522862715
A0A087WXL6 -0.8930578742708478 -0.8553780522862715
Q9H270 -0.8930578742708478 -0.8553780522862715
A0A087WXM6 0.6852918607848031 0.49319642995085033
J3QQT2 0.6852918607848031 0.49319642995085033
J3KRX5 0.6852918607848031 0.49319642995085033
A0A0A6YYL6 0.6852918607848031 0.49319642995085033
P18621 0.6852918607848031 0.49319642995085033
P18621-3 0.6852918607848031 0.49319642995085033
J3KRB3 0.6852918607848031 0.49319642995085033
A0A087WWH0 0.6852918607848031 0.49319642995085033
J3QS96 0.6852918607848031 0.49319642995085033
J3QLC8 0.6852918607848031 0.49319642995085033
A0A0A0MRF8 0.6852918607848031 0.49319642995085033
P18621-2 0.6852918607848031 0.49319642995085033
A0A087WY81 0.6852918607848031 0.49319642995085033
A0A8I5QJU5 -0.27403321739153136 -0.3709381970443896
C9JJ47 -0.27403321739153136 -0.3709381970443896
A0A8I5KWD3 -0.27403321739153136 -0.3709381970443896
C9JTK4 -0.27403321739153136 -0.3709381970443896
H7C4C3 -0.27403321739153136 -0.3709381970443896
A0A087WY71 -0.27403321739153136 -0.3709381970443896
C9JGT8 -0.27403321739153136 -0.3709381970443896
C9JPV8 -0.27403321739153136 -0.3709381970443896
E9PFW3 -0.27403321739153136 -0.3709381970443896
Q96CW1-2 -0.27403321739153136 -0.3709381970443896
Q96CW1 -0.27403321739153136 -0.3709381970443896
A0A8I5KT55 -0.27403321739153136 -0.3709381970443896
C9JJD3 -0.27403321739153136 -0.3709381970443896
A0A087WYJ2 -0.9115203299692699 -1.2251217109816415
A0A2R8Y705 -0.9115203299692699 -1.2251217109816415
M0R2B7 -0.9115203299692699 -1.2251217109816415
P28340 -0.9115203299692699 -1.2251217109816415
M0QXE6 -0.9115203299692699 -1.2251217109816415
M0QXQ2 -0.9115203299692699 -1.2251217109816415
A0A2R8Y7K6 -0.9115203299692699 -1.2251217109816415
M0QZR8 -0.9115203299692699 -1.2251217109816415
A0A087WZN1 -0.001070133543440261 -0.4185646402516535
O43837 -0.001070133543440261 -0.4185646402516535
A0A087X2E5 -0.001070133543440261 -0.4185646402516535
O43837-2 -0.001070133543440261 -0.4185646402516535
Q9Y4L1 0.33868023061326574 -0.25984392687678337
K7EQK2 0.33868023061326574 -0.25984392687678337
A0A494C039 0.33868023061326574 -0.25984392687678337
A0A087X054 0.33868023061326574 -0.25984392687678337
A0A8Q3SHG4 0.33868023061326574 -0.25984392687678337
J3QLE9 0.33868023061326574 -0.25984392687678337
A0A0G2JRS0 0.33868023061326574 -0.25984392687678337
A0A087WWI4 0.33868023061326574 -0.25984392687678337
E9PJ21 0.33868023061326574 -0.25984392687678337
J3QQH7 0.33868023061326574 -0.25984392687678337
Q9Y4L1-2 0.33868023061326574 -0.25984392687678337
J3KTF1 0.33868023061326574 -0.25984392687678337
A0A087X0H9 -1.137288742831775 -1.3220035934022494
Q5T8P6-3 -1.137288742831775 -1.3220035934022494
Q5T8P6-2 -1.137288742831775 -1.3220035934022494
Q5T8P6 -1.137288742831775 -1.3220035934022494
Q5T8P6-5 -1.137288742831775 -1.3220035934022494
Q5T8P6-4 -1.137288742831775 -1.3220035934022494
A0A087X0K0 -0.7704064952475684 0.44290450321776526
P39059 -0.7704064952475684 0.44290450321776526
A0A0G2JNH2 -1.0452450535127096 -0.21427146824342863
A0A7I2V5U5 -1.0452450535127096 -0.21427146824342863
G5E9E7 -1.0452450535127096 -0.21427146824342863
A0A087X0K9 -1.0452450535127096 -0.21427146824342863
G3V1L9 -1.0452450535127096 -0.21427146824342863
Q07157-2 -1.0452450535127096 -0.21427146824342863
Q07157 -1.0452450535127096 -0.21427146824342863
A0A087X0M8 -1.1948589884809084 -0.1043471711953836
O00533 -1.1948589884809084 -0.1043471711953836
O00533-2 -1.1948589884809084 -0.1043471711953836
Q04206 -0.280095241431679 -0.05793369588043011
Q04206-4 -0.280095241431679 -0.05793369588043011
Q04206-3 -0.280095241431679 -0.05793369588043011
Q04206-2 -0.280095241431679 -0.05793369588043011
A0A087X0W8 -0.280095241431679 -0.05793369588043011
Q2TAM5 -0.280095241431679 -0.05793369588043011
E9PKH5 -0.280095241431679 -0.05793369588043011
E9PQS6 -0.280095241431679 -0.05793369588043011
E9PKV4 -0.280095241431679 -0.05793369588043011
E9PMD5 -0.280095241431679 -0.05793369588043011
E9PI38 -0.280095241431679 -0.05793369588043011
A0A087X0X3 1.3424261978694372 1.2708691699164254
P52272-2 1.3424261978694372 1.2708691699164254
P52272 1.3424261978694372 1.2708691699164254
M0R019 1.3424261978694372 1.2708691699164254
M0R2T0 1.3424261978694372 1.2708691699164254
M0QYQ7 1.3424261978694372 1.2708691699164254
M0R0N3 1.3424261978694372 1.2708691699164254
A0A087X142 -0.9666753125243953 -0.3254448493410434
A6NMH6 -0.9666753125243953 -0.3254448493410434
A6NFQ9 -0.9666753125243953 -0.3254448493410434
F8W8I8 -0.9666753125243953 -0.3254448493410434
Q92599-2 -0.9666753125243953 -0.3254448493410434
Q92599-4 -0.9666753125243953 -0.3254448493410434
Q92599 -0.9666753125243953 -0.3254448493410434
Q92599-3 -0.9666753125243953 -0.3254448493410434
A0A087X1K9 0.2916480137833527 -0.14132015357193134
E5RGR0 0.2916480137833527 -0.14132015357193134
O75608-2 0.2916480137833527 -0.14132015357193134
O75608 0.2916480137833527 -0.14132015357193134
E5RJ48 0.2916480137833527 -0.14132015357193134
B4DP64 0.2916480137833527 -0.14132015357193134
A0A087X1Z3 0.23865570606929912 -0.18297410862786428
Q9UL46 0.23865570606929912 -0.18297410862786428
H0YM70 0.23865570606929912 -0.18297410862786428
A0A087X253 -0.7614817539496082 -0.6044947619416884
P63010 -0.7614817539496082 -0.6044947619416884
P63010-2 -0.7614817539496082 -0.6044947619416884
P63010-3 -0.7614817539496082 -0.6044947619416884
A0A087WYD1 -0.7614817539496082 -0.6044947619416884
A0A087WU93 -0.7614817539496082 -0.6044947619416884
A0A087WZQ6 -0.7614817539496082 -0.6044947619416884
A0A8V8TM73 -1.192778477711337 -0.46393648960760664
A0A8Q3SI70 -1.192778477711337 -0.46393648960760664
A0A087X2C4 -1.192778477711337 -0.46393648960760664
A0A8Q3SI92 -1.192778477711337 -0.46393648960760664
A0A8Q3SI47 -1.192778477711337 -0.46393648960760664
A0A8Q3SIA5 -1.192778477711337 -0.46393648960760664
O60245 -1.192778477711337 -0.46393648960760664
O60245-2 -1.192778477711337 -0.46393648960760664
A0A087X2I1 0.025717218805636665 0.1596196150141103
P62333 0.025717218805636665 0.1596196150141103
A0A7P0Z472 -0.16961724603814737 0.044321349955030856
P30566 -0.16961724603814737 0.044321349955030856
A0A7P0T9A7 -0.16961724603814737 0.044321349955030856
A0A096LNY6 -0.16961724603814737 0.044321349955030856
A0A1B0GTJ7 -0.16961724603814737 0.044321349955030856
A0A1B0GWJ0 -0.16961724603814737 0.044321349955030856
A0A0A6YY92 -0.16961724603814737 0.044321349955030856
A0A096LNY5 -0.16961724603814737 0.044321349955030856
A0A7P0T8E4 -0.16961724603814737 0.044321349955030856
A0A1B0GTG9 -0.16961724603814737 0.044321349955030856
P30566-2 -0.16961724603814737 0.044321349955030856
A0A1B0GWF8 -0.16961724603814737 0.044321349955030856
A0A096LP92 -0.16961724603814737 0.044321349955030856
A0A0A0MTC7 -0.7664359754749707 0.3871103972196579
A0A0A0MQS9 -0.7664359754749707 0.3871103972196579
Q16363-2 -0.7664359754749707 0.3871103972196579
Q16363 -0.7664359754749707 0.3871103972196579
A0A494C139 -0.7664359754749707 0.3871103972196579
U3KQC1 -0.574748366006783 -0.7411686840600201
A0A0A0MQU0 -0.574748366006783 -0.7411686840600201
Q9BV38 -0.574748366006783 -0.7411686840600201
K7EIR0 -0.574748366006783 -0.7411686840600201
A0A0A0MR02 0.577637041253703 0.585922833532095
P45880-2 0.577637041253703 0.585922833532095
P45880 0.577637041253703 0.585922833532095
P45880-1 0.577637041253703 0.585922833532095
Q5JSD2 0.577637041253703 0.585922833532095
Q5JSD1 0.577637041253703 0.585922833532095
A8K968 -0.19932818046904036 -0.6001540598060403
A0A0A0MRA8 -0.19932818046904036 -0.6001540598060403
A0A0A0MSA4 -0.19932818046904036 -0.6001540598060403
Q9Y2J2-2 -0.19932818046904036 -0.6001540598060403
Q9Y2J2-4 -0.19932818046904036 -0.6001540598060403
Q9Y2J2 -0.19932818046904036 -0.6001540598060403
A0A0J9YY18 -0.19932818046904036 -0.6001540598060403
A0A1B0GTF8 -0.19932818046904036 -0.6001540598060403
Q9Y2J2-3 -0.19932818046904036 -0.6001540598060403
Q99996-6 -1.5973461781229292 -1.2313705118639129
A0A7P0Z4Q5 -1.5973461781229292 -1.2313705118639129
A0A7P0TBH8 -1.5973461781229292 -1.2313705118639129
A0A7P0TBI4 -1.5973461781229292 -1.2313705118639129
A0A7P0Z4N5 -1.5973461781229292 -1.2313705118639129
A0A7P0T928 -1.5973461781229292 -1.2313705118639129
A0A7P0T8N5 -1.5973461781229292 -1.2313705118639129
A0A7P0TAX3 -1.5973461781229292 -1.2313705118639129
A0A7P0TAD6 -1.5973461781229292 -1.2313705118639129
A0A7P0T939 -1.5973461781229292 -1.2313705118639129
A0A0A0MRF6 -1.5973461781229292 -1.2313705118639129
Q99996-5 -1.5973461781229292 -1.2313705118639129
Q99996-3 -1.5973461781229292 -1.2313705118639129
Q99996 -1.5973461781229292 -1.2313705118639129
Q99996-1 -1.5973461781229292 -1.2313705118639129
A0A7P0TAA2 -1.5973461781229292 -1.2313705118639129
A0A7P0T9A9 -1.5973461781229292 -1.2313705118639129
Q99996-4 -1.5973461781229292 -1.2313705118639129
A0A0A0MRJ3 -0.5006071643105575 -1.1269634695989745
A0A8I5KSE4 -0.5006071643105575 -1.1269634695989745
Q8NEY1-7 -0.5006071643105575 -1.1269634695989745
Q8NEY1-4 -0.5006071643105575 -1.1269634695989745
Q8NEY1-2 -0.5006071643105575 -1.1269634695989745
Q8NEY1-3 -0.5006071643105575 -1.1269634695989745
Q8NEY1 -0.5006071643105575 -1.1269634695989745
Q8NEY1-5 -0.5006071643105575 -1.1269634695989745
A0A0A0MS08 0.8467887490987778 1.6610624832766396
P01857 0.8467887490987778 1.6610624832766396
A0A0A0MS07 0.8467887490987778 1.6610624832766396
A0A4W9A917 0.8467887490987778 1.6610624832766396
A0A286YES1 0.8467887490987778 1.6610624832766396
P01860 0.8467887490987778 1.6610624832766396
Q16836-2 -0.09905139030888677 0.37408668228558134
A0A1W2PQV5 -0.09905139030888677 0.37408668228558134
Q16836-3 -0.09905139030888677 0.37408668228558134
Q16836 -0.09905139030888677 0.37408668228558134
E9PF18 -0.09905139030888677 0.37408668228558134
A0A0D9SFP2 -0.09905139030888677 0.37408668228558134
A0A0A0MSE2 -0.09905139030888677 0.37408668228558134
A0A804HKJ2 -0.09905139030888677 0.37408668228558134
A0A1W2PNM1 -0.09905139030888677 0.37408668228558134
A0A804HLB5 -0.09905139030888677 0.37408668228558134
A0A804HJW7 -0.09905139030888677 0.37408668228558134
A0A1W2PRT2 -0.09905139030888677 0.37408668228558134
A0A1W2PQC2 -0.09905139030888677 0.37408668228558134
A0A1W2PQ78 -0.09905139030888677 0.37408668228558134
A0A0A0MSW2 -6.57499577317919 -1.0387241840362549
E9PEI2 -6.57499577317919 -1.0387241840362549
Q9BQW3 -6.57499577317919 -1.0387241840362549
Q9BQW3-1 -6.57499577317919 -1.0387241840362549
A0A0A0MT83 0.039350637001916745 0.16478897185048222
P26440 0.039350637001916745 0.16478897185048222
A0A0S2Z4K7 0.039350637001916745 0.16478897185048222
P26440-2 0.039350637001916745 0.16478897185048222
H0YLC3 0.039350637001916745 0.16478897185048222
A0A0A0MTB8 -0.5260416373078313 -0.9988252906394857
Q8NI36 -0.5260416373078313 -0.9988252906394857
A0A0A0MTR7 -0.2555388953270657 -1.259490430355072
A0A0A0MTC1 -0.2555388953270657 -1.259490430355072
Q63HN8 -0.2555388953270657 -1.259490430355072
Q63HN8-4 -0.2555388953270657 -1.259490430355072
A0A0A0MTS7 0.4103415906429291 0.02440881835562844
Q8WZ42-11 0.4103415906429291 0.02440881835562844
Q8WZ42-4 0.4103415906429291 0.02440881835562844
Q8WZ42-7 0.4103415906429291 0.02440881835562844
Q8WZ42 0.4103415906429291 0.02440881835562844
Q8WZ42-8 0.4103415906429291 0.02440881835562844
Q8WZ42-13 0.4103415906429291 0.02440881835562844
Q8WZ42-12 0.4103415906429291 0.02440881835562844
Q8WZ42-5 0.4103415906429291 0.02440881835562844
Q8WZ42-2 0.4103415906429291 0.02440881835562844
A0A0A0MRA3 0.4103415906429291 0.02440881835562844
Q8WZ42-3 0.4103415906429291 0.02440881835562844
Q8WZ42-10 0.4103415906429291 0.02440881835562844
Q8WZ42-9 0.4103415906429291 0.02440881835562844
A0A0A6YYH1 -0.9895860403776169 -0.561098932155541
Q7Z6K5-2 -0.9895860403776169 -0.561098932155541
Q7Z6K5 -0.9895860403776169 -0.561098932155541
A0A0A6YYJ8 0.18239895014890603 0.005392929638869
Q9Y383-3 0.18239895014890603 0.005392929638869
Q9Y383-2 0.18239895014890603 0.005392929638869
Q9Y383 0.18239895014890603 0.005392929638869
Q96HJ9-2 0.18239895014890603 0.005392929638869
P57737-3 -0.46260615571268965 -0.5487719010561705
A0A0A6YYL4 -0.46260615571268965 -0.5487719010561705
P57737 -0.46260615571268965 -0.5487719010561705
P57737-4 -0.46260615571268965 -0.5487719010561705
P57737-2 -0.46260615571268965 -0.5487719010561705
A0A0B4J1W3 -0.24653213188451312 -0.8212504174028125
Q9BXJ9 -0.24653213188451312 -0.8212504174028125
A0A8V8TPI7 -0.24653213188451312 -0.8212504174028125
A0A8V8TQ34 -0.24653213188451312 -0.8212504174028125
A0A8V8TQT7 -0.24653213188451312 -0.8212504174028125
Q9BXJ9-4 -0.24653213188451312 -0.8212504174028125
A0A0B4J1Z1 1.1099882040705 0.9440240168145725
C9JAB2 1.1099882040705 0.9440240168145725
Q16629-3 1.1099882040705 0.9440240168145725
Q16629-2 1.1099882040705 0.9440240168145725
Q16629-4 1.1099882040705 0.9440240168145725
Q16629 1.1099882040705 0.9440240168145725
A0A0B4J269 1.0595604138714927 0.9230022834880012
Q13509 1.0595604138714927 0.9230022834880012
Q13509-2 1.0595604138714927 0.9230022834880012
P0DPI2-2 -0.33523730082171305 0.265506244131497
A0A0B4J2D5-2 -0.33523730082171305 0.265506244131497
P0DPI2 -0.33523730082171305 0.265506244131497
A0A0B4J2D5 -0.33523730082171305 0.265506244131497
H7C1F6 -0.33523730082171305 0.265506244131497
H7C2G3 -0.33523730082171305 0.265506244131497
A0A2R8Y6K9 -0.33523730082171305 0.265506244131497
A0A2R8YDR7 -0.33523730082171305 0.265506244131497
F2Z2Q0 -0.33523730082171305 0.265506244131497
A0A096LP12 -0.33523730082171305 0.265506244131497
A0A0C4DFP6 -0.37105957136788803 0.5608411058783531
Q9NQ79-3 -0.37105957136788803 0.5608411058783531
Q9NQ79-2 -0.37105957136788803 0.5608411058783531
Q9NQ79 -0.37105957136788803 0.5608411058783531
Q5T4F6 -0.37105957136788803 0.5608411058783531
A0A8I5KS71 1.2985232472419739 1.0690630823373795
A0A8J8YYJ1 1.2985232472419739 1.0690630823373795
A0A0C4DFV9 1.2985232472419739 1.0690630823373795
Q01105-3 1.2985232472419739 1.0690630823373795
Q01105-4 1.2985232472419739 1.0690630823373795
Q01105-2 1.2985232472419739 1.0690630823373795
Q01105 1.2985232472419739 1.0690630823373795
H0Y3X6 -0.06652658406112875 -0.7965426423719951
A0A0C4DFX9 -0.06652658406112875 -0.7965426423719951
Q9H3P2 -0.06652658406112875 -0.7965426423719951
H7C2C7 -0.06652658406112875 -0.7965426423719951
C9JEM7 -0.06652658406112875 -0.7965426423719951
C9JHL4 -0.06652658406112875 -0.7965426423719951
Q9H3P2-7 -0.06652658406112875 -0.7965426423719951
C9J9K3 1.6728929706982203 1.7106618200029646
A0A8V8TMX1 1.6728929706982203 1.7106618200029646
A0A0C4DG17 1.6728929706982203 1.7106618200029646
A0A8V8TLA4 1.6728929706982203 1.7106618200029646
P08865 1.6728929706982203 1.7106618200029646
A0A8I5KQE6 1.6728929706982203 1.7106618200029646
F8WD59 1.6728929706982203 1.7106618200029646
A0A0C4DG44 -0.9114419243165425 -0.31721068832225036
A0A8Q3SIX7 -0.9114419243165425 -0.31721068832225036
O43464-3 -0.9114419243165425 -0.31721068832225036
O43464-2 -0.9114419243165425 -0.31721068832225036
O43464 -0.9114419243165425 -0.31721068832225036
A0A0C4DG89 -0.5181365454835551 -0.24898727903408663
Q7L014 -0.5181365454835551 -0.24898727903408663
A0A0C4DG98 -1.2744441628456116 -0.7643889518720763
Q8NI27 -1.2744441628456116 -0.7643889518720763
P20810-6 0.07931178834821494 0.3963419922760555
A0A0C4DGB5 0.07931178834821494 0.3963419922760555
A0A6Q8PH20 0.07931178834821494 0.3963419922760555
P20810-9 0.07931178834821494 0.3963419922760555
P20810-5 0.07931178834821494 0.3963419922760555
P20810-7 0.07931178834821494 0.3963419922760555
P20810-10 0.07931178834821494 0.3963419922760555
P20810-2 0.07931178834821494 0.3963419922760555
E7EVY3 0.07931178834821494 0.3963419922760555
B7Z574 0.07931178834821494 0.3963419922760555
E7ES10 0.07931178834821494 0.3963419922760555
A0A6Q8PGG5 0.07931178834821494 0.3963419922760555
P20810-3 0.07931178834821494 0.3963419922760555
P20810-4 0.07931178834821494 0.3963419922760555
P20810-8 0.07931178834821494 0.3963419922760555
P20810 0.07931178834821494 0.3963419922760555
E9PCH5 0.07931178834821494 0.3963419922760555
E9PDE4 0.07931178834821494 0.3963419922760555
F8W7E0 0.07931178834821494 0.3963419922760555
A0A6Q8PFE5 0.07931178834821494 0.3963419922760555
H0Y9H6 0.07931178834821494 0.3963419922760555
H0Y7F0 0.07931178834821494 0.3963419922760555
A0A6Q8PFF6 0.07931178834821494 0.3963419922760555
A0A6Q8PG72 0.07931178834821494 0.3963419922760555
E7EQ12 0.07931178834821494 0.3963419922760555
H0YA91 0.07931178834821494 0.3963419922760555
A0A0C4DGG1 -1.41074771966253 -0.22349202912300825
Q9UKS6 -1.41074771966253 -0.22349202912300825
E9PIY1 -1.41074771966253 -0.22349202912300825
E9PJ75 -1.41074771966253 -0.22349202912300825
E9PNM9 -1.41074771966253 -0.22349202912300825
A0A2U3TZM0 -0.05695397060896668 -0.19933560197906836
Q14839-2 -0.05695397060896668 -0.19933560197906836
Q14839 -0.05695397060896668 -0.19933560197906836
A0A0C4DGG9 -0.05695397060896668 -0.19933560197906836
A0A2R8Y521 -0.05695397060896668 -0.19933560197906836
A0A2R8Y212 -0.05695397060896668 -0.19933560197906836
F5GWX5 -0.05695397060896668 -0.19933560197906836
A0A2R8YFD8 -0.05695397060896668 -0.19933560197906836
A0A2R8YFK9 -0.05695397060896668 -0.19933560197906836
A0A2R8Y5J0 -0.05695397060896668 -0.19933560197906836
A0A2R8Y425 -0.05695397060896668 -0.19933560197906836
A0A2R8YD40 -0.05695397060896668 -0.19933560197906836
